Date,BRL,NEER
4/13/2015,3.2694,58.9513
4/14/2015,3.2857,58.7833
4/15/2015,3.2661,58.9036
4/16/2015,3.2312,58.3589
4/17/2015,3.2562,58.7883
4/20/2015,3.2728,58.9644
4/21/2015,3.2423,59.6149
4/22/2015,3.2461,60.288
4/23/2015,3.2328,60.1133
4/24/2015,3.2183,60.3379
4/27/2015,3.2023,59.5265
4/28/2015,3.1786,60.4043
4/29/2015,3.2467,58.4382
4/30/2015,3.3232,57.7311
