Date,SEK,NEER
3/27/2008,9.3937,86.9371
3/28/2008,9.3769,86.6752
3/31/2008,9.397,85.1484
4/1/2008,9.3945,85.521
4/2/2008,9.3697,85.5064
4/3/2008,9.342,84.391
4/4/2008,9.368,83.6482
4/7/2008,9.3687,84.3161
4/8/2008,9.361,83.8732
4/9/2008,9.3622,84.1556
4/10/2008,9.386,82.6661
4/11/2008,9.412,83.7636
4/14/2008,9.406,84.7849
4/15/2008,9.419,86.1783
4/16/2008,9.4038,86.5953
4/17/2008,9.3845,87.4423
4/18/2008,9.394,88.4572
4/21/2008,9.3805,88.0656
4/22/2008,9.3605,89.0332
4/23/2008,9.3185,90.5202
4/24/2008,9.302,88.7945
4/25/2008,9.338,88.5814
4/28/2008,9.3514,89.7338
4/29/2008,9.3578,89.4622
4/30/2008,9.3575,90.2995
5/2/2008,9.3555,89.6942
5/5/2008,9.3485,89.2441
5/6/2008,9.336,89.5338
5/7/2008,9.2953,89.293
5/8/2008,9.302,90.2186
5/9/2008,9.2904,90.5325
5/12/2008,9.2873,90.8472
5/13/2008,9.294,89.3538
5/14/2008,9.3078,89.1641
5/15/2008,9.322,89.4103
5/16/2008,9.337,89.2874
5/19/2008,9.2875,88.9517
5/20/2008,9.279,88.4081
5/21/2008,9.2993,87.2306
5/22/2008,9.3045,86.6629
5/23/2008,9.3024,86.233
5/26/2008,9.309,87.27
5/27/2008,9.2845,88.4246
5/28/2008,9.322,89.4501
5/29/2008,9.33,90.2017
5/30/2008,9.328,89.7333
6/2/2008,9.3454,89.9875
6/3/2008,9.3408,90.4396
6/4/2008,9.3448,90.5031
6/5/2008,9.3118,91.3382
6/6/2008,9.3338,91.0536
6/9/2008,9.348,92.0555
6/10/2008,9.3145,91.9529
6/11/2008,9.3571,92.2284
6/12/2008,9.3805,91.5326
6/13/2008,9.365,91.2695
6/16/2008,9.3458,90.2978
6/17/2008,9.3581,91.2312
6/18/2008,9.3838,91.3227
6/19/2008,9.403,92.5106
6/20/2008,9.398,92.489
6/23/2008,9.3931,93.0621
6/24/2008,9.4026,92.4659
6/25/2008,9.4128,91.5025
6/26/2008,9.4162,90.844
6/27/2008,9.4263,91.716
6/30/2008,9.4703,92.3608
7/1/2008,9.4578,92.0499
7/2/2008,9.4538,90.8746
7/3/2008,9.4538,90.5723
7/4/2008,9.3935,89.8758
7/7/2008,9.4065,89.6378
7/8/2008,9.4185,90.4001
7/9/2008,9.4484,91.1011
7/10/2008,9.44,90.2867
7/11/2008,9.4795,90.7104
7/14/2008,9.4674,89.8289
7/15/2008,9.4932,89.6071
7/16/2008,9.5163,89.3573
7/17/2008,9.4778,88.9443
7/18/2008,9.4496,88.7864
7/21/2008,9.4539,87.8429
7/22/2008,9.4763,88.1006
7/23/2008,9.47,88.6238
7/24/2008,9.4665,88.2183
7/25/2008,9.461,89.2481
7/28/2008,9.4538,90.4273
7/29/2008,9.45,91.1398
7/30/2008,9.449,89.9975
7/31/2008,9.4649,89.335
8/1/2008,9.4451,89.237
8/4/2008,9.456,89.072
8/5/2008,9.4622,88.2264
8/6/2008,9.4458,88.8996
8/7/2008,9.4127,88.6231
8/8/2008,9.3945,88.4899
8/11/2008,9.3977,88.969
8/12/2008,9.3889,88.9875
8/13/2008,9.3771,88.4536
8/14/2008,9.3838,88.8767
8/15/2008,9.355,89.7367
8/18/2008,9.3475,90.3524
8/19/2008,9.36,90.812
8/20/2008,9.3895,92.0803
8/21/2008,9.3825,92.7238
8/22/2008,9.3777,91.9363
8/25/2008,9.351,92.9139
8/26/2008,9.3755,94.071
8/27/2008,9.3877,94.5336
8/28/2008,9.438,94.6733
8/29/2008,9.4381,95.0325
9/1/2008,9.4608,95.0491
9/2/2008,9.462,94.8971
9/3/2008,9.4661,95.3186
9/4/2008,9.4839,94.2583
9/5/2008,9.4789,95.0133
9/8/2008,9.4591,95.7488
9/9/2008,9.4684,94.6405
9/10/2008,9.5115,94.8885
9/11/2008,9.5135,95.571
9/12/2008,9.5173,96.15
9/15/2008,9.5519,96.5298
9/16/2008,9.6408,96.1875
9/17/2008,9.6125,96.0736
9/18/2008,9.5995,96.3199
9/19/2008,9.5383,95.5454
9/22/2008,9.536,95.6177
9/23/2008,9.5924,94.6097
9/24/2008,9.6435,94.7265
9/25/2008,9.6829,94.8082
9/26/2008,9.687,95.9586
9/29/2008,9.7009,95.7377
9/30/2008,9.7943,95.7204
10/1/2008,9.7268,95.5678
10/2/2008,9.7273,95.8121
10/3/2008,9.7017,96.7627
10/6/2008,9.766,97.0895
10/7/2008,9.6586,96.9926
10/8/2008,9.68,97.5435
10/9/2008,9.6575,97.6193
10/10/2008,9.651,97.2633
10/13/2008,9.6689,96.7537
10/14/2008,9.677,96.0476
10/15/2008,9.8413,95.7345
10/16/2008,10.0475,95.794
10/17/2008,10.0191,96.0829
10/20/2008,9.919,95.5835
10/21/2008,9.992,95.1495
10/22/2008,10.1225,95.6663
10/23/2008,10.0615,94.6615
10/24/2008,9.9815,95.1342
10/27/2008,10.096,95.4711
10/28/2008,9.9473,95.2251
10/29/2008,9.9045,95.4203
10/30/2008,9.811,95.0391
10/31/2008,9.906,94.5985
11/3/2008,9.8512,94.5989
11/4/2008,9.8978,94.8436
11/5/2008,9.9369,95.2952
11/6/2008,10.0075,95.4414
11/7/2008,10.0545,96.3716
11/10/2008,9.9747,96.7134
11/11/2008,10.039,95.9588
11/12/2008,10.1065,94.6606
11/13/2008,10.118,95.119
11/14/2008,9.9948,94.6057
11/17/2008,10.0126,94.5959
11/18/2008,10.1845,93.8297
11/19/2008,10.1375,94.0922
11/20/2008,10.2395,94.2058
11/21/2008,10.371,94.6368
11/24/2008,10.4025,95.5102
11/25/2008,10.3445,95.6213
11/26/2008,10.3173,95.8594
11/27/2008,10.2543,95.7197
11/28/2008,10.3057,96.242
12/1/2008,10.3588,95.7674
12/2/2008,10.534,96.0042
12/3/2008,10.4545,95.3256
12/4/2008,10.5315,94.7312
12/5/2008,10.5788,95.4248
12/8/2008,10.415,95.2774
12/9/2008,10.5063,95.0428
12/10/2008,10.567,94.3365
12/11/2008,10.58,94.3023
12/12/2008,10.6625,94.5934
12/15/2008,10.865,95.2338
12/16/2008,11.044,95.5465
12/17/2008,11.0075,94.9486
12/18/2008,11.0475,94.02
12/19/2008,10.8585,93.4005
12/22/2008,10.8335,93.8611
12/23/2008,10.9555,93.8101
12/24/2008,11.2305,93.8302
12/29/2008,10.9795,93.3498
12/30/2008,10.95,93.6797
12/31/2008,10.87,93.2269
1/2/2009,10.8425,93.0069
1/5/2009,10.7075,93.55
1/6/2009,10.5675,93.2045
1/7/2009,10.5763,92.9873
1/8/2009,10.712,93.1329
1/9/2009,10.7215,93.6544
1/12/2009,10.7605,94.0825
1/13/2009,10.9242,94.4612
1/14/2009,10.9475,95.2585
1/15/2009,10.9925,95.1071
1/16/2009,10.7665,95.1394
1/19/2009,10.787,94.8711
1/20/2009,10.8895,94.599
1/21/2009,10.768,95.1733
1/22/2009,10.6905,94.9751
1/23/2009,10.7058,95.3025
1/26/2009,10.6,95.3693
1/27/2009,10.5375,95.2811
1/28/2009,10.6145,94.985
1/29/2009,10.5341,95.0192
1/30/2009,10.609,94.765
2/2/2009,10.6765,94.3746
2/3/2009,10.7506,94.4459
2/4/2009,10.6693,93.786
2/5/2009,10.6265,93.9366
2/6/2009,10.5655,94.1146
2/9/2009,10.4375,93.7643
2/10/2009,10.5205,94.5972
2/11/2009,10.8175,94.7093
2/12/2009,10.7945,94.9389
2/13/2009,10.7455,94.4896
2/16/2009,10.923,93.3401
2/17/2009,10.978,94.0222
2/18/2009,11.1088,94.5195
2/19/2009,10.8987,95.2438
2/20/2009,11.0728,95.8134
2/23/2009,11.135,95.8589
2/24/2009,11.3423,96.3528
2/25/2009,11.306,96.9883
2/26/2009,11.3175,96.9956
2/27/2009,11.4524,96.4877
3/2/2009,11.5755,96.9316
3/3/2009,11.4853,97.0117
3/4/2009,11.5175,97.0388
3/5/2009,11.4825,97.3027
3/6/2009,11.7135,97.7459
3/9/2009,11.5655,97.2884
3/10/2009,11.4625,97.5585
3/11/2009,11.2475,97.1154
3/12/2009,11.2122,97.6502
3/13/2009,11.1025,97.6854
3/16/2009,10.9869,98.1943
3/17/2009,11.0265,97.5404
3/18/2009,10.963,97.7112
3/19/2009,10.8663,97.7285
3/20/2009,11.056,97.9217
3/23/2009,11.076,97.9477
3/24/2009,10.9165,97.8349
3/25/2009,10.9565,97.5847
3/26/2009,10.8765,97.5254
3/27/2009,10.8935,97.7547
3/30/2009,10.9662,96.9583
3/31/2009,10.94,97.3102
4/1/2009,10.9303,97.264
4/2/2009,10.8215,97.6168
4/3/2009,10.7751,97.2646
4/6/2009,10.74,96.7852
4/7/2009,10.878,96.6632
4/8/2009,10.8975,97.2862
4/9/2009,10.859,97.0283
4/14/2009,10.846,97.4483
4/15/2009,10.865,97.1104
4/16/2009,10.934,96.9747
4/17/2009,11.0405,96.9744
4/20/2009,11.118,96.9933
4/21/2009,11.176,96.8777
4/22/2009,11.0375,97.1167
4/23/2009,10.9158,97.1521
4/24/2009,10.831,97.3271
4/27/2009,10.7273,97.1458
4/28/2009,10.7475,97.7118
4/29/2009,10.7597,97.8322
4/30/2009,10.6915,97.5539
5/4/2009,10.6665,97.7661
5/5/2009,10.5865,97.9184
5/6/2009,10.616,97.8585
5/7/2009,10.477,97.4029
5/8/2009,10.512,97.2982
5/11/2009,10.5205,97.4749
5/12/2009,10.6218,97.4635
5/13/2009,10.6525,97.3717
5/14/2009,10.771,96.5909
5/15/2009,10.6372,95.4438
5/18/2009,10.6049,95.3786
5/19/2009,10.4705,96.2636
5/20/2009,10.4915,95.924
5/21/2009,10.4476,96.4603
5/22/2009,10.48,96.6234
5/25/2009,10.472,96.0466
5/26/2009,10.5545,95.5369
5/27/2009,10.654,96.196
5/28/2009,10.7353,95.5842
5/29/2009,10.6678,94.8937
6/1/2009,10.5965,94.3418
6/2/2009,10.6375,93.8577
6/3/2009,10.7766,95.029
6/4/2009,10.8115,95.0922
6/5/2009,10.925,95.398
6/8/2009,10.8925,95.3152
6/9/2009,10.7995,95.9548
6/10/2009,10.7296,96.4017
6/11/2009,10.8025,95.7256
6/12/2009,10.7555,94.6332
6/15/2009,10.8345,94.4458
6/16/2009,10.8595,94.9575
6/17/2009,10.8932,95.3564
6/18/2009,10.966,95.4463
6/19/2009,10.9725,95.8007
6/22/2009,11.0785,95.3389
6/23/2009,11.1025,95.5619
6/24/2009,11.026,95.9818
6/25/2009,11.0718,96.0957
6/26/2009,10.9595,96.3624
6/29/2009,10.8658,95.7808
6/30/2009,10.8125,96.223
7/1/2009,10.72,95.6525
7/2/2009,10.84,95.9197
7/3/2009,10.9135,95.948
7/6/2009,10.9205,96.1718
7/7/2009,10.965,95.6868
7/8/2009,11.06,96.7161
7/9/2009,10.9785,95.9947
7/10/2009,11.0022,96.1094
7/13/2009,11.0518,96.9038
7/14/2009,10.9725,97.5154
7/15/2009,10.9746,97.573
7/16/2009,11.0135,98.0351
7/17/2009,11.0476,98.2499
7/20/2009,11.0023,98.494
7/21/2009,10.8925,98.0181
7/22/2009,10.8073,98.0311
7/23/2009,10.7567,98.1242
7/24/2009,10.5995,98.2857
7/27/2009,10.5265,98.4026
7/28/2009,10.585,97.9745
7/29/2009,10.5849,98.4299
7/30/2009,10.4515,98.1358
7/31/2009,10.3358,98.363
8/3/2009,10.2983,98.5901
8/4/2009,10.3043,99.2879
8/5/2009,10.2683,99.5644
8/6/2009,10.2707,99.3199
8/7/2009,10.3008,99.2723
8/10/2009,10.2129,99.2706
8/11/2009,10.3486,99.2946
8/12/2009,10.2656,99.0459
8/13/2009,10.196,97.992
8/14/2009,10.1835,97.5173
8/17/2009,10.288,97.2426
8/18/2009,10.2375,97.3504
8/19/2009,10.2585,97.947
8/20/2009,10.1977,97.8373
8/21/2009,10.1432,97.7301
8/24/2009,10.1046,97.1877
8/25/2009,10.0895,97.9673
8/26/2009,10.1445,97.656
8/27/2009,10.1615,97.1269
8/28/2009,10.148,97.6705
8/31/2009,10.2191,98.3249
9/1/2009,10.22,98.0806
9/2/2009,10.3186,98.204
9/3/2009,10.3138,98.8012
9/4/2009,10.2844,99.0917
9/7/2009,10.1955,99.149
9/8/2009,10.1867,98.8154
9/9/2009,10.2308,99.1321
9/10/2009,10.2425,99.3476
9/11/2009,10.2128,99.8343
9/14/2009,10.2627,100.2208
9/15/2009,10.2438,99.8747
9/16/2009,10.1396,100.6387
9/17/2009,10.1134,100.6801
9/18/2009,10.1125,101.5647
9/21/2009,10.139,102.3284
9/22/2009,10.094,101.3991
9/23/2009,10.0778,101.5742
9/24/2009,10.1105,101.9782
9/25/2009,10.1538,101.4301
9/28/2009,10.2295,102.5448
9/29/2009,10.233,102.7589
9/30/2009,10.232,102.0978
10/1/2009,10.189,101.7901
10/2/2009,10.249,101.7591
10/5/2009,10.303,101.4188
10/6/2009,10.257,101.4575
10/7/2009,10.361,101.387
10/8/2009,10.3134,102.0245
10/9/2009,10.2763,102.0752
10/12/2009,10.2978,102.5445
10/13/2009,10.339,102.6696
10/14/2009,10.3029,101.6539
10/15/2009,10.3355,101.174
10/16/2009,10.3907,101.4654
10/19/2009,10.3978,102.3054
10/20/2009,10.369,102.2972
10/21/2009,10.3155,103.0191
10/22/2009,10.3234,101.5885
10/23/2009,10.2338,101.1487
10/26/2009,10.2,101.4115
10/27/2009,10.2595,100.9016
10/28/2009,10.3912,101.6397
10/29/2009,10.3359,101.5639
10/30/2009,10.3845,102.703
11/2/2009,10.3936,101.8794
11/3/2009,10.4635,101.4705
11/4/2009,10.4384,101.2766
11/5/2009,10.4402,100.9991
11/6/2009,10.387,100.3239
11/9/2009,10.3005,100.1278
11/10/2009,10.285,100.0782
11/11/2009,10.2233,99.6573
11/12/2009,10.248,100.3461
11/13/2009,10.2375,100.0935
11/16/2009,10.1943,100.1049
11/17/2009,10.222,99.845
11/18/2009,10.212,100.402
11/19/2009,10.2855,100.1579
11/20/2009,10.3543,100.8743
11/23/2009,10.2985,101.0169
11/24/2009,10.3145,101.374
11/25/2009,10.357,101.4864
11/26/2009,10.4548,101.9087
11/27/2009,10.4323,102.0772
11/30/2009,10.4533,102.3267
12/1/2009,10.4185,101.6929
12/2/2009,10.3413,101.9703
12/3/2009,10.3159,101.6715
12/4/2009,10.3716,102.1568
12/7/2009,10.4306,102.5744
12/8/2009,10.4841,102.7793
12/9/2009,10.4995,103.0218
12/10/2009,10.4367,103.1529
12/11/2009,10.449,103.2222
12/14/2009,10.4225,103.0448
12/15/2009,10.4635,103.0899
12/16/2009,10.4208,103.0592
12/17/2009,10.438,102.9009
12/18/2009,10.458,102.8242
12/21/2009,10.4035,102.8424
12/22/2009,10.4295,103.7823
12/23/2009,10.4511,103.7976
12/24/2009,10.4543,103.5365
12/28/2009,10.3965,103.2614
12/29/2009,10.355,102.7477
12/30/2009,10.2953,102.8127
12/31/2009,10.252,103.3856
1/4/2010,10.193,103.6574
1/5/2010,10.212,103.6481
1/6/2010,10.187,103.2979
1/7/2010,10.212,103.7964
1/8/2010,10.2255,104.0429
1/11/2010,10.1995,103.9856
1/12/2010,10.2215,104.0235
1/13/2010,10.1978,104.2161
1/14/2010,10.1715,104.8399
1/15/2010,10.143,105.6265
1/18/2010,10.1295,105.9202
1/19/2010,10.1518,105.8593
1/20/2010,10.1165,105.7076
1/21/2010,10.1375,106.3939
1/22/2010,10.2136,105.7412
1/25/2010,10.2075,105.373
1/26/2010,10.2723,105.7482
1/27/2010,10.2446,105.6639
1/28/2010,10.2021,106.3504
1/29/2010,10.2388,106.2846
2/1/2010,10.1417,105.8966
2/2/2010,10.1229,105.9823
2/3/2010,10.106,106.2241
2/4/2010,10.133,106.7062
2/5/2010,10.2405,106.6127
2/8/2010,10.1616,106.5265
2/9/2010,10.1217,106.7194
2/10/2010,10.0335,106.3335
2/11/2010,9.9598,106.3667
2/12/2010,9.9144,106.4577
2/15/2010,9.8805,106.0046
2/16/2010,9.877,107.1389
2/17/2010,9.8183,107.5172
2/18/2010,9.7913,107.1793
2/19/2010,9.846,106.9502
2/22/2010,9.809,106.4183
2/23/2010,9.7913,106.0325
2/24/2010,9.785,106.1165
2/25/2010,9.7496,106.649
2/26/2010,9.726,106.3854
3/1/2010,9.7649,106.3634
3/2/2010,9.7316,106.4471
3/3/2010,9.7945,104.8231
3/4/2010,9.743,104.9496
3/5/2010,9.7178,104.8517
3/8/2010,9.6794,106.2163
3/9/2010,9.728,106.3496
3/10/2010,9.718,105.9444
3/11/2010,9.7285,105.7753
3/12/2010,9.7288,105.5772
3/15/2010,9.7143,105.0059
3/16/2010,9.7242,105.0728
3/17/2010,9.7403,105.076
3/18/2010,9.7243,105.8479
3/19/2010,9.6775,105.903
3/22/2010,9.7585,105.6981
3/23/2010,9.7285,105.3001
3/24/2010,9.6922,105.0237
3/25/2010,9.665,105.0511
3/26/2010,9.7083,104.6307
3/29/2010,9.776,105.4954
3/30/2010,9.7803,105.3652
3/31/2010,9.7135,104.7245
4/1/2010,9.7288,105.3487
4/6/2010,9.663,105.073
4/7/2010,9.6755,105.8525
4/8/2010,9.6785,105.7566
4/9/2010,9.6941,105.9721
4/12/2010,9.746,106.7035
4/13/2010,9.7575,106.8349
4/14/2010,9.7327,106.5346
4/15/2010,9.7069,106.4963
4/16/2010,9.687,106.8665
4/19/2010,9.698,107.0974
4/20/2010,9.645,106.8601
4/21/2010,9.5954,106.4815
4/22/2010,9.6152,106.1692
4/23/2010,9.591,105.4186
4/26/2010,9.568,105.2004
4/27/2010,9.577,105.3293
4/28/2010,9.6258,105.4379
4/29/2010,9.6267,105.4871
4/30/2010,9.6217,105.045
5/3/2010,9.6095,104.5573
5/4/2010,9.5896,104.796
5/5/2010,9.6419,105.1328
5/6/2010,9.712,105.3992
5/7/2010,9.7633,105.6109
5/10/2010,9.6861,105.4256
5/11/2010,9.6563,105.5213
5/12/2010,9.5781,105.5354
5/13/2010,9.5306,105.8391
5/14/2010,9.5745,105.8432
5/17/2010,9.6035,106.2818
5/18/2010,9.5545,106.3191
5/19/2010,9.6075,105.6873
5/20/2010,9.7388,105.3527
5/21/2010,9.831,105.6236
5/24/2010,9.796,105.63
5/25/2010,9.8275,105.1686
5/26/2010,9.699,104.9366
5/27/2010,9.666,104.2783
5/28/2010,9.658,103.5716
5/31/2010,9.623,103.7644
6/1/2010,9.6163,103.1523
6/2/2010,9.5668,102.2116
6/3/2010,9.521,102.746
6/4/2010,9.5495,102.9379
6/7/2010,9.6449,103.3649
6/8/2010,9.6597,103.4435
6/9/2010,9.6177,102.916
6/10/2010,9.5775,102.7461
6/11/2010,9.581,102.2237
6/14/2010,9.567,103.0218
6/15/2010,9.6215,103.3475
6/16/2010,9.6014,103.9435
6/17/2010,9.574,104.3348
6/18/2010,9.5599,103.882
6/21/2010,9.5178,103.6078
6/22/2010,9.558,103.6677
6/23/2010,9.512,102.1996
6/24/2010,9.5741,101.7112
6/25/2010,9.561,101.7656
6/28/2010,9.5584,102.2885
6/29/2010,9.5241,102.0258
6/30/2010,9.5259,101.3585
7/1/2010,9.6018,101.8683
7/2/2010,9.552,102.5119
7/5/2010,9.5995,103.3046
7/6/2010,9.625,103.8897
7/7/2010,9.616,103.5474
7/8/2010,9.5474,104.0869
7/9/2010,9.4767,104.0991
7/12/2010,9.456,103.4563
7/13/2010,9.4033,103.5461
7/14/2010,9.4118,104.4572
7/15/2010,9.4162,103.8899
7/16/2010,9.481,103.3758
7/19/2010,9.5312,102.7474
7/20/2010,9.5007,101.999
7/21/2010,9.4595,101.9907
7/22/2010,9.4495,102.4367
7/23/2010,9.441,102.3121
7/26/2010,9.4862,101.2584
7/27/2010,9.4615,102.0872
7/28/2010,9.4795,102.2273
7/29/2010,9.4705,103.2785
7/30/2010,9.4333,103.2309
8/2/2010,9.357,102.6498
8/3/2010,9.365,103.6327
8/4/2010,9.3843,104.091
8/5/2010,9.3823,103.879
8/6/2010,9.38,104.0124
8/9/2010,9.394,103.9908
8/10/2010,9.4029,104.0497
8/11/2010,9.479,103.0178
8/12/2010,9.478,103.3129
8/13/2010,9.5021,103.6139
8/16/2010,9.4943,103.2299
8/17/2010,9.433,103.5477
8/18/2010,9.4453,104.6742
8/19/2010,9.4389,104.92
8/20/2010,9.4761,105.1687
8/23/2010,9.394,103.79
8/24/2010,9.4165,102.4147
8/25/2010,9.471,102.1961
8/26/2010,9.4297,102.1377
8/27/2010,9.3745,102.3978
8/30/2010,9.3872,103.0041
8/31/2010,9.389,103.1001
9/1/2010,9.349,101.2633
9/2/2010,9.3185,100.8778
9/3/2010,9.3131,101.5556
9/6/2010,9.3013,102.3413
9/7/2010,9.3185,102.374
9/8/2010,9.271,102.2505
9/9/2010,9.2488,101.5216
9/10/2010,9.2019,102.1324
9/13/2010,9.184,101.8556
9/14/2010,9.226,102.6616
9/15/2010,9.195,101.9578
9/16/2010,9.218,102.5595
9/17/2010,9.2295,103.047
9/20/2010,9.178,103.3586
9/21/2010,9.1459,103.0668
9/22/2010,9.1276,103.1939
9/23/2010,9.2054,102.822
9/24/2010,9.207,102.7736
9/27/2010,9.171,103.3975
9/28/2010,9.224,103.7373
9/29/2010,9.1545,103.6752
9/30/2010,9.1421,103.6109
10/1/2010,9.2183,103.566
10/4/2010,9.2398,103.7566
10/5/2010,9.2626,104.671
10/6/2010,9.2993,104.9691
10/7/2010,9.3208,103.8229
10/8/2010,9.317,104.1413
10/11/2010,9.2715,103.2228
10/12/2010,9.246,103.504
10/13/2010,9.2662,104.1396
10/14/2010,9.234,103.4102
10/15/2010,9.223,103.5231
10/18/2010,9.2871,103.1069
10/19/2010,9.335,102.775
10/20/2010,9.3115,102.6098
10/21/2010,9.2675,102.1787
10/22/2010,9.2565,102.5446
10/25/2010,9.199,102.2606
10/26/2010,9.3028,102.2179
10/27/2010,9.3317,101.8133
10/28/2010,9.3164,101.2197
10/29/2010,9.361,101.2886
11/1/2010,9.2765,101.5869
11/2/2010,9.323,102.4283
11/3/2010,9.324,102.737
11/4/2010,9.255,103.1823
11/5/2010,9.291,103.427
11/8/2010,9.294,103.2002
11/9/2010,9.3083,103.6469
11/10/2010,9.2975,103.7166
11/11/2010,9.3102,103.1018
11/12/2010,9.3582,102.8947
11/15/2010,9.369,102.2254
11/16/2010,9.3753,102.3636
11/17/2010,9.398,102.8122
11/18/2010,9.3573,103.2808
11/19/2010,9.3945,103.4324
11/22/2010,9.3855,103.0312
11/23/2010,9.3865,103.1065
11/24/2010,9.2923,103.4879
11/25/2010,9.2705,103.3989
11/26/2010,9.307,103.4815
11/29/2010,9.2205,103.4498
11/30/2010,9.1715,103.8468
12/1/2010,9.154,103.714
12/2/2010,9.1531,103.8633
12/3/2010,9.1265,104.2136
12/6/2010,9.1115,104.1401
12/7/2010,9.098,104.0026
12/8/2010,9.1484,104.3559
12/9/2010,9.131,104.1787
12/10/2010,9.1077,103.6816
12/13/2010,9.1464,103.3067
12/14/2010,9.1284,103.8389
12/15/2010,9.0798,104.1055
12/16/2010,9.0381,104.9462
12/17/2010,9.0223,104.7276
12/20/2010,8.986,104.8912
12/21/2010,8.9795,104.7223
12/22/2010,8.9812,103.9064
12/23/2010,8.963,103.8971
12/24/2010,8.9885,103.5791
12/27/2010,8.9771,103.5767
12/28/2010,8.9968,103.5889
12/29/2010,8.9885,103.598
12/30/2010,9.0133,103.7304
12/31/2010,8.9655,103.9816
1/3/2011,8.937,104.1772
1/4/2011,8.9545,104.1512
1/5/2011,8.9295,104.4282
1/6/2011,8.921,104.8285
1/7/2011,8.9378,104.6874
1/10/2011,8.9205,104.6823
1/11/2011,8.874,104.8517
1/12/2011,8.8435,104.5602
1/13/2011,8.9005,104.1912
1/14/2011,8.9765,104.1567
1/17/2011,8.916,104.6177
1/18/2011,8.9203,104.7624
1/19/2011,8.9325,104.7905
1/20/2011,8.949,104.9998
1/21/2011,8.959,104.8537
1/24/2011,8.953,104.9832
1/25/2011,8.9074,105.0243
1/26/2011,8.8585,104.652
1/27/2011,8.8452,104.1845
1/28/2011,8.853,104.2101
1/31/2011,8.867,103.5593
2/1/2011,8.805,103.1517
2/2/2011,8.8615,103.7739
2/3/2011,8.88,103.3842
2/4/2011,8.8185,103.0947
2/7/2011,8.805,103.4306
2/8/2011,8.7715,103.6111
2/9/2011,8.7885,103.224
2/10/2011,8.8234,103.9825
2/11/2011,8.8022,103.7998
2/14/2011,8.7562,103.636
2/15/2011,8.7255,103.7028
2/16/2011,8.7325,103.4957
2/17/2011,8.743,103.7101
2/18/2011,8.7328,103.6475
2/21/2011,8.762,104.1216
2/22/2011,8.787,104.3923
2/23/2011,8.7935,104.694
2/24/2011,8.7985,104.7984
2/25/2011,8.832,105.1361
2/28/2011,8.7445,105.2029
3/1/2011,8.709,104.5531
3/2/2011,8.733,104.4265
3/3/2011,8.7576,103.8954
3/4/2011,8.835,103.5755
3/7/2011,8.8755,103.7756
3/8/2011,8.847,103.6595
3/9/2011,8.8055,103.5355
3/10/2011,8.8115,103.7466
3/11/2011,8.813,104.0269
3/14/2011,8.8405,104.1425
3/15/2011,8.979,104.4381
3/16/2011,8.973,104.0631
3/17/2011,8.9905,103.7848
3/18/2011,8.9065,103.7515
3/21/2011,8.9006,103.928
3/22/2011,8.932,103.6357
3/23/2011,8.931,103.3343
3/24/2011,8.9455,103.4725
3/25/2011,8.9922,103.6821
3/28/2011,8.9729,103.4021
3/29/2011,8.985,103.0814
3/30/2011,8.9185,103.3243
3/31/2011,8.9329,103.0648
4/1/2011,8.9382,102.619
4/4/2011,8.988,102.2182
4/5/2011,8.9895,101.9436
4/6/2011,9.0124,101.4665
4/7/2011,9.0455,100.766
4/8/2011,8.9895,100.2262
4/11/2011,9.0125,100.7111
4/12/2011,9.0822,100.9742
4/13/2011,9.03,101.1763
4/14/2011,9.0293,101.7757
4/15/2011,8.966,101.5989
4/18/2011,8.9352,101.5623
4/19/2011,8.921,101.7848
4/20/2011,8.9011,101.5893
4/21/2011,8.8885,101.3302
4/26/2011,8.9257,101.4588
4/27/2011,8.9364,101.8431
4/28/2011,8.928,101.321
4/29/2011,8.914,102.0183
5/2/2011,8.9267,101.7079
5/3/2011,8.9581,103.078
5/4/2011,9.0105,103.0498
5/5/2011,9.0682,103.4461
5/6/2011,9.0215,103.4153
5/9/2011,8.9791,103.5661
5/10/2011,8.9565,103.4519
5/11/2011,8.946,103.3859
5/12/2011,8.9566,103.5278
5/13/2011,8.9951,103.6412
5/16/2011,9.009,103.8099
5/17/2011,9.0015,103.5035
5/18/2011,8.984,103.3654
5/19/2011,8.964,103.323
5/20/2011,8.9324,103.4815
5/23/2011,8.9155,104.1504
5/24/2011,8.92,104.3968
5/25/2011,8.915,105.3194
5/26/2011,8.901,104.8395
5/27/2011,8.9108,105.0719
5/30/2011,8.8914,105.5235
5/31/2011,8.8932,105.7785
6/1/2011,8.889,105.1853
6/2/2011,8.9607,105.2275
6/3/2011,8.997,104.9947
6/6/2011,8.9965,106.2293
6/7/2011,9.0082,106.1103
6/8/2011,9.0442,106.4944
6/9/2011,9.0605,106.4177
6/10/2011,9.0885,106.7718
6/13/2011,9.1244,106.4343
6/14/2011,9.1183,106.7683
6/15/2011,9.1482,106.2665
6/16/2011,9.2034,107.8736
6/17/2011,9.1887,107.8119
6/20/2011,9.1708,108.4141
6/21/2011,9.1564,108.3925
6/22/2011,9.155,108.7738
6/23/2011,9.165,108.2821
6/24/2011,9.1802,108.6146
6/27/2011,9.1929,108.9323
6/28/2011,9.2475,108.8691
6/29/2011,9.2047,109.5764
6/30/2011,9.1739,109.4851
7/1/2011,9.128,109.3037
7/4/2011,9.0992,109.3338
7/5/2011,9.0806,108.9926
7/6/2011,9.0902,109.4127
