Date,HRK,NEER
7/18/2008,7.2231,105.8656
7/21/2008,7.2178,106.0293
7/22/2008,7.2175,106.1038
7/23/2008,7.2185,106.0165
7/24/2008,7.2208,105.8442
7/25/2008,7.2182,105.9125
7/28/2008,7.2203,105.9618
7/29/2008,7.224,105.8347
7/30/2008,7.215,105.8435
7/31/2008,7.2263,105.7207
8/1/2008,7.2271,105.6967
8/4/2008,7.225,105.7667
8/5/2008,7.2173,105.7895
8/6/2008,7.223,105.7226
8/7/2008,7.2126,105.9078
8/8/2008,7.2172,105.315
8/11/2008,7.2076,105.3655
8/12/2008,7.2065,105.2439
8/13/2008,7.2177,105.101
8/14/2008,7.1874,105.6435
8/15/2008,7.2177,105.0104
8/18/2008,7.2247,104.838
8/19/2008,7.1801,105.3989
8/20/2008,7.1682,105.6591
8/21/2008,7.17,105.6811
8/22/2008,7.1708,105.698
8/25/2008,7.1701,105.7108
8/26/2008,7.1663,105.5823
8/27/2008,7.1644,105.8281
8/28/2008,7.163,105.9456
8/29/2008,7.1515,106.0737
9/1/2008,7.14,106.1161
9/2/2008,7.1368,106.1238
9/3/2008,7.1552,105.7794
9/4/2008,7.138,106.055
9/5/2008,7.1345,105.7354
9/8/2008,7.136,105.6925
9/9/2008,7.1332,105.5538
9/10/2008,7.1253,105.615
9/11/2008,7.1161,105.4317
9/12/2008,7.1112,105.6659
9/15/2008,7.1102,105.747
9/16/2008,7.1145,105.9641
9/17/2008,7.1128,105.8168
9/18/2008,7.1169,106.1974
9/19/2008,7.1152,105.788
9/22/2008,7.1147,106.2558
9/23/2008,7.1292,106.2974
9/24/2008,7.111,106.5914
9/25/2008,7.122,106.4518
9/26/2008,7.1047,106.7064
9/29/2008,7.1075,106.3428
9/30/2008,7.1049,106.3316
10/1/2008,7.1123,105.8482
10/2/2008,7.1094,105.7
10/3/2008,7.1208,105.4424
10/6/2008,7.1245,105.1013
10/7/2008,7.1404,104.8251
10/8/2008,7.1331,105.2329
10/9/2008,7.135,105.133
10/10/2008,7.1466,104.9081
10/13/2008,7.142,104.8375
10/14/2008,7.1407,104.9214
10/15/2008,7.1545,104.7595
10/16/2008,7.1618,104.7382
10/17/2008,7.1664,104.4665
10/20/2008,7.1792,104.2752
10/21/2008,7.18,104.0527
10/22/2008,7.2259,103.0356
10/23/2008,7.2332,103.0932
10/24/2008,7.2377,102.4525
10/27/2008,7.2069,102.547
10/28/2008,7.2006,102.556
10/29/2008,7.1788,103.0764
10/30/2008,7.1699,103.4794
10/31/2008,7.1696,103.0829
11/3/2008,7.1566,103.326
11/4/2008,7.1531,103.4439
11/5/2008,7.139,103.701
11/6/2008,7.1461,103.6769
11/7/2008,7.1421,103.8591
11/10/2008,7.1446,104.0953
11/11/2008,7.1449,103.9339
11/12/2008,7.15,103.6458
11/13/2008,7.1255,104.0666
11/14/2008,7.1173,104.5323
11/17/2008,7.1307,104.3216
11/18/2008,7.134,104.4073
11/19/2008,7.1296,104.4535
11/20/2008,7.135,104.2969
11/21/2008,7.1317,104.4145
11/24/2008,7.1231,104.8408
11/25/2008,7.1296,104.8376
11/26/2008,7.14,104.6633
11/27/2008,7.1299,104.7342
11/28/2008,7.1288,104.4058
12/1/2008,7.1275,104.424
12/2/2008,7.1796,103.8575
12/3/2008,7.1913,103.5917
12/4/2008,7.191,103.6683
12/5/2008,7.1816,103.9598
12/8/2008,7.1948,104.0568
12/9/2008,7.1856,104.1671
12/10/2008,7.1923,104.2014
12/11/2008,7.1818,104.8579
12/12/2008,7.1805,105.0776
12/15/2008,7.1781,105.5448
12/16/2008,7.1865,105.7689
12/17/2008,7.2066,105.9503
12/18/2008,7.2353,106.5786
12/19/2008,7.2372,105.4076
12/22/2008,7.2387,105.5127
12/23/2008,7.2807,104.9528
12/24/2008,7.3116,104.5703
12/29/2008,7.3438,104.6076
12/30/2008,7.3348,104.5352
12/31/2008,7.3555,103.8225
1/2/2009,7.3346,104.0891
1/5/2009,7.3026,104.0502
1/6/2009,7.2835,103.7208
1/7/2009,7.3019,103.7114
1/8/2009,7.3096,103.7067
1/9/2009,7.3212,103.7487
1/12/2009,7.3413,103.0661
1/13/2009,7.3418,102.9872
1/14/2009,7.3347,102.9113
1/15/2009,7.3645,102.5018
1/16/2009,7.3821,102.3941
1/19/2009,7.3997,102.2927
1/20/2009,7.4106,101.9694
1/21/2009,7.42,101.712
1/22/2009,7.4417,101.5255
1/23/2009,7.3973,101.9845
1/26/2009,7.4157,101.904
1/27/2009,7.3608,102.9176
1/28/2009,7.3618,102.9635
1/29/2009,7.3711,102.6113
1/30/2009,7.37,102.2814
2/2/2009,7.3842,102.0454
2/3/2009,7.4047,102.0069
2/4/2009,7.3872,102.1503
2/5/2009,7.3952,101.9447
2/6/2009,7.4045,101.7078
2/9/2009,7.4361,101.4792
2/10/2009,7.438,101.4216
2/11/2009,7.43,101.8064
2/12/2009,7.466,101.2115
2/13/2009,7.4355,101.571
2/16/2009,7.4047,102.1935
2/17/2009,7.4736,101.165
2/18/2009,7.4323,101.5778
2/19/2009,7.4745,101.055
2/20/2009,7.4726,101.0853
2/23/2009,7.4617,101.3984
2/24/2009,7.505,100.8766
2/25/2009,7.3924,102.5127
2/26/2009,7.386,102.6625
2/27/2009,7.4334,101.833
3/2/2009,7.3759,102.7278
3/3/2009,7.3747,102.7176
3/4/2009,7.423,101.9317
3/5/2009,7.4211,101.9848
3/6/2009,7.4224,102.1332
3/9/2009,7.4498,101.6918
3/10/2009,7.4391,102.0381
3/11/2009,7.421,102.0937
3/12/2009,7.4404,101.934
3/13/2009,7.452,101.8051
3/16/2009,7.4347,102.109
3/17/2009,7.4543,101.7779
3/18/2009,7.4395,102.3842
3/19/2009,7.4555,102.7954
3/20/2009,7.4511,102.734
3/23/2009,7.4667,102.5746
3/24/2009,7.4484,102.6897
3/25/2009,7.475,102.3169
3/26/2009,7.4682,102.4965
3/27/2009,7.4705,102.1207
3/30/2009,7.485,102.0132
3/31/2009,7.4769,102.2172
4/1/2009,7.463,102.1302
4/2/2009,7.4707,102.0714
4/3/2009,7.4334,102.5358
4/6/2009,7.4364,102.5402
4/7/2009,7.431,102.3067
4/8/2009,7.4216,102.4091
4/9/2009,7.397,102.7077
4/14/2009,7.3808,102.7895
4/15/2009,7.3767,102.6613
4/16/2009,7.3733,102.7815
4/17/2009,7.3843,102.4155
4/20/2009,7.4049,102.14
4/21/2009,7.3839,102.4154
4/22/2009,7.4245,101.8346
4/23/2009,7.43,101.9213
4/24/2009,7.4241,102.2641
4/27/2009,7.4346,101.9484
4/28/2009,7.4403,101.6088
4/29/2009,7.4225,102.1683
4/30/2009,7.4101,102.2606
5/4/2009,7.4135,102.1211
5/5/2009,7.3979,102.4677
5/6/2009,7.3744,102.7705
5/7/2009,7.3629,102.771
5/8/2009,7.3582,103.0016
5/11/2009,7.3562,103.2675
5/12/2009,7.351,103.5073
5/13/2009,7.3476,103.5149
5/14/2009,7.3593,103.4288
5/15/2009,7.4026,102.6744
