Date,JPY
12/10/2008,119.77
12/11/2008,120.67
12/12/2008,120.21
12/15/2008,122.42
12/16/2008,123.2
12/17/2008,124.35
12/18/2008,129.22
12/19/2008,124.74
12/22/2008,125.66
12/23/2008,126.03
12/24/2008,126.65
12/29/2008,128.98
12/30/2008,127.4
12/31/2008,126.14
1/2/2009,126.64
1/5/2009,126.81
1/6/2009,125.84
1/7/2009,126.77
1/8/2009,124.34
1/9/2009,124.4
1/12/2009,120.48
1/13/2009,118.54
1/14/2009,117.66
1/15/2009,116.97
1/16/2009,120.11
1/19/2009,119.16
1/20/2009,116.9
1/21/2009,116.11
1/22/2009,114.98
1/23/2009,113.65
1/26/2009,115.82
1/27/2009,117.59
1/28/2009,118.57
1/29/2009,118.07
1/30/2009,114.98
2/2/2009,114.04
2/3/2009,115.02
2/4/2009,114.28
2/5/2009,115.04
2/6/2009,116.7
2/9/2009,119.21
2/10/2009,118.39
2/11/2009,116.5
2/12/2009,115.46
2/13/2009,117.59
2/16/2009,117.33
2/17/2009,116.2
2/18/2009,116.83
2/19/2009,118.99
2/20/2009,118.62
2/23/2009,121.09
2/24/2009,122.4
2/25/2009,123.76
2/26/2009,125.33
2/27/2009,123.23
3/2/2009,122.52
3/3/2009,123.64
3/4/2009,124.67
3/5/2009,124.71
3/6/2009,122.53
3/9/2009,124.4
3/10/2009,125.45
3/11/2009,125.35
3/12/2009,124.3
3/13/2009,127.03
3/16/2009,128.51
3/17/2009,128.1
3/18/2009,128.94
3/19/2009,129.67
3/20/2009,129.87
3/23/2009,131.12
3/24/2009,132.68
3/25/2009,132.24
3/26/2009,133.63
3/27/2009,129.91
3/30/2009,127.93
3/31/2009,131.17
4/1/2009,130.86
4/2/2009,133.48
4/3/2009,134.08
4/6/2009,136.02
4/7/2009,132.8
4/8/2009,132.37
4/9/2009,133.05
4/14/2009,132.57
4/15/2009,130.7
4/16/2009,130.5
4/17/2009,129.67
4/20/2009,127.8
4/21/2009,126.82
4/22/2009,126.85
4/23/2009,128.28
4/24/2009,128.3
4/27/2009,126.82
4/28/2009,125.08
4/29/2009,128.53
4/30/2009,130.34
5/4/2009,131.52
5/5/2009,132.59
5/6/2009,131.17
5/7/2009,132.72
5/8/2009,133.36
5/11/2009,132.82
5/12/2009,132.9
5/13/2009,130.9
5/14/2009,129.41
5/15/2009,128.67
5/18/2009,129.28
5/19/2009,130.91
5/20/2009,131.06
5/21/2009,130.84
5/22/2009,131.41
5/25/2009,133.22
5/26/2009,132.06
5/27/2009,132.48
5/28/2009,134.38
5/29/2009,135.22
6/1/2009,134.89
6/2/2009,136.09
6/3/2009,136.33
6/4/2009,136.32
6/5/2009,137.48
6/8/2009,136.53
6/9/2009,136.8
6/10/2009,138.03
6/11/2009,137.39
6/12/2009,137.55
6/15/2009,136.08
6/16/2009,134.78
6/17/2009,133.28
6/18/2009,133.57
6/19/2009,134.84
6/22/2009,133.02
6/23/2009,133.49
6/24/2009,133.77
6/25/2009,134.34
6/26/2009,134.5
6/29/2009,134.03
6/30/2009,135.51
7/1/2009,136.53
7/2/2009,135.95
7/3/2009,134.32
7/6/2009,132.44
7/7/2009,133.61
7/8/2009,131.02
7/9/2009,130.05
7/10/2009,128.21
7/13/2009,129.03
7/14/2009,130.34
7/15/2009,131.57
7/16/2009,132.63
7/17/2009,132.06
7/20/2009,134.44
7/21/2009,134.1
7/22/2009,132.49
7/23/2009,134.23
7/24/2009,134.92
7/27/2009,135.61
7/28/2009,134.53
7/29/2009,133.86
7/30/2009,133.89
7/31/2009,135.33
8/3/2009,135.86
8/4/2009,136.22
8/5/2009,137.38
8/6/2009,137.31
8/7/2009,136.89
8/10/2009,138.01
8/11/2009,136.72
8/12/2009,135.77
8/13/2009,137.52
8/14/2009,135.61
8/17/2009,132.94
8/18/2009,134.12
8/19/2009,132.55
8/20/2009,134.11
8/21/2009,134.19
8/24/2009,135.57
8/25/2009,135.05
8/26/2009,134.32
8/27/2009,133.61
8/28/2009,134.75
8/31/2009,133.1
9/1/2009,133.26
9/2/2009,131.63
9/3/2009,132.47
9/4/2009,132.45
9/7/2009,133.33
9/8/2009,133.57
9/9/2009,134.13
9/10/2009,133.92
9/11/2009,132.62
9/14/2009,132.3
9/15/2009,133.26
9/16/2009,132.6
9/17/2009,134.38
9/18/2009,134.17
9/21/2009,135.46
9/22/2009,135.09
9/23/2009,134.96
9/24/2009,133.85
9/25/2009,132.59
9/28/2009,131.15
9/29/2009,130.91
9/30/2009,131.07
10/1/2009,130.78
10/2/2009,129.95
10/5/2009,131.41
10/6/2009,131.21
10/7/2009,130.68
10/8/2009,130.46
10/9/2009,131.12
10/12/2009,132.99
10/13/2009,133.02
10/14/2009,133.39
10/15/2009,134.07
10/16/2009,135.6
10/19/2009,135.66
10/20/2009,135.53
10/21/2009,135.82
10/22/2009,136.9
10/23/2009,137.97
10/26/2009,138.09
10/27/2009,136.91
10/28/2009,134.76
10/29/2009,135.13
10/30/2009,134.66
11/2/2009,132.95
11/3/2009,132.25
11/4/2009,134.3
11/5/2009,134.3
11/6/2009,134.76
11/9/2009,134.81
11/10/2009,134.51
11/11/2009,135.11
11/12/2009,134.32
11/13/2009,133.51
11/16/2009,134.02
11/17/2009,132.76
11/18/2009,133.39
11/19/2009,132.05
11/20/2009,131.87
11/23/2009,133.03
11/24/2009,132.57
11/25/2009,132.1
11/26/2009,130.7
11/27/2009,129.2
11/30/2009,129.77
12/1/2009,131.02
12/2/2009,131.55
12/3/2009,133.17
12/4/2009,133.08
12/7/2009,133.24
12/8/2009,130.74
12/9/2009,129.91
12/10/2009,130.03
12/11/2009,131.13
12/14/2009,129.55
12/15/2009,130.22
12/16/2009,130.61
12/17/2009,129.27
12/18/2009,129.68
12/21/2009,130.1
12/22/2009,130.83
12/23/2009,130.95
12/24/2009,131.73
12/28/2009,131.86
12/29/2009,132.44
12/30/2009,132.35
12/31/2009,133.16
1/4/2010,133.62
1/5/2010,132.54
1/6/2010,132.69
1/7/2010,133.5
1/8/2010,133.36
1/11/2010,134.23
1/12/2010,132.41
1/13/2010,133.02
1/14/2010,132.88
1/15/2010,130.76
1/18/2010,130.33
1/19/2010,129.79
1/20/2010,128.65
1/21/2010,129.14
1/22/2010,127.35
1/25/2010,127.74
1/26/2010,126.31
1/27/2010,125.95
1/28/2010,126.36
1/29/2010,126.15
2/1/2010,125.6
2/2/2010,126.2
2/3/2010,126.73
2/4/2010,125.68
2/5/2010,122.49
2/8/2010,122.07
2/9/2010,123.4
2/10/2010,123.01
2/11/2010,123.03
2/12/2010,122.33
2/15/2010,122.42
2/16/2010,122.68
2/17/2010,124.69
2/18/2010,123.3
2/19/2010,124.17
2/22/2010,124.38
2/23/2010,123.19
2/24/2010,122.16
2/25/2010,120.66
2/26/2010,120.92
3/1/2010,120.67
3/2/2010,120.68
3/3/2010,121.1
3/4/2010,120.86
3/5/2010,121.48
3/8/2010,123.48
3/9/2010,121.72
3/10/2010,123.16
3/11/2010,123.84
3/12/2010,124.57
3/15/2010,124.3
3/16/2010,124.22
3/17/2010,124.43
3/18/2010,123.33
3/19/2010,122.86
3/22/2010,121.25
3/23/2010,122.16
3/24/2010,122.62
3/25/2010,123.44
3/26/2010,124
3/29/2010,124.75
3/30/2010,124.8
3/31/2010,125.93
4/1/2010,126.28
4/6/2010,126.04
4/7/2010,125.04
4/8/2010,123.76
4/9/2010,125.34
4/12/2010,126.99
4/13/2010,126.34
4/14/2010,127.42
4/15/2010,126.18
4/16/2010,125.3
4/19/2010,123.5
4/20/2010,125.32
4/21/2010,124.65
4/22/2010,124.03
4/23/2010,125.11
4/26/2010,125.46
4/27/2010,124.7
4/28/2010,124.48
4/29/2010,124.76
4/30/2010,125.81
5/3/2010,124.95
5/4/2010,123.66
5/5/2010,122.66
5/6/2010,119.34
5/7/2010,117.84
5/10/2010,120.97
5/11/2010,117.38
5/12/2010,118.06
5/13/2010,116.99
5/14/2010,115.55
5/17/2010,114.17
5/18/2010,115.32
5/19/2010,112.49
5/20/2010,111.93
5/21/2010,112.08
5/24/2010,111.63
5/25/2010,109.53
5/26/2010,111.35
5/27/2010,110.79
5/28/2010,113.06
5/31/2010,112.62
6/1/2010,110.65
6/2/2010,112.36
6/3/2010,113.74
6/4/2010,111.73
6/7/2010,109.86
6/8/2010,109.32
6/9/2010,109.99
6/10/2010,109.84
6/11/2010,111.13
6/14/2010,112.43
6/15/2010,111.77
6/16/2010,112.15
6/17/2010,112.89
6/18/2010,112.12
6/21/2010,113.1
6/22/2010,111.09
6/23/2010,110.76
6/24/2010,109.59
6/25/2010,109.99
6/28/2010,110.25
6/29/2010,108.31
6/30/2010,108.79
7/1/2010,108.14
7/2/2010,109.88
7/5/2010,109.93
7/6/2010,110.46
7/7/2010,109.56
7/8/2010,111.49
7/9/2010,111.85
7/12/2010,111.35
7/13/2010,110.95
7/14/2010,112.49
7/15/2010,113.11
7/16/2010,112.54
7/19/2010,112.84
7/20/2010,111.5
7/21/2010,111.52
7/22/2010,111.57
7/23/2010,112.48
7/26/2010,112.31
7/27/2010,113.79
7/28/2010,114.01
7/29/2010,113.64
7/30/2010,112.62
8/2/2010,113.27
8/3/2010,113.51
8/4/2010,112.92
8/5/2010,113.66
8/6/2010,113.14
8/9/2010,113.48
8/10/2010,113.23
8/11/2010,110.56
8/12/2010,109.5
8/13/2010,109.78
8/16/2010,109.49
8/17/2010,109.66
8/18/2010,109.93
8/19/2010,109.82
8/20/2010,108.54
8/23/2010,108.23
8/24/2010,106.19
8/25/2010,106.49
8/26/2010,107.15
8/27/2010,107.74
8/30/2010,107.54
8/31/2010,107.07
9/1/2010,107.54
9/2/2010,107.81
9/3/2010,108.38
9/6/2010,108.42
9/7/2010,106.86
9/8/2010,106.41
9/9/2010,106.46
9/10/2010,106.84
9/13/2010,107.69
9/14/2010,107.04
9/15/2010,111.04
9/16/2010,111.93
9/17/2010,111.98
9/20/2010,112.07
9/21/2010,112.05
9/22/2010,113.14
9/23/2010,112.49
9/24/2010,113.2
9/27/2010,113.52
9/28/2010,113.22
9/29/2010,113.85
9/30/2010,113.68
10/1/2010,114.26
10/4/2010,114.1
10/5/2010,114.8
10/6/2010,114.98
10/7/2010,115.1
10/8/2010,114.21
10/11/2010,114.24
10/12/2010,113.35
10/13/2010,114.23
10/14/2010,114.43
10/15/2010,114.28
10/18/2010,113
10/19/2010,113.16
10/20/2010,112.59
10/21/2010,113.65
10/22/2010,113.18
10/25/2010,113.21
10/26/2010,113.11
10/27/2010,112.78
10/28/2010,112.57
10/29/2010,111.87
11/1/2010,111.94
11/2/2010,113.18
11/3/2010,113.67
11/4/2010,115.15
11/5/2010,114.41
11/8/2010,112.88
11/9/2010,112.44
11/10/2010,113.48
11/11/2010,112.78
11/12/2010,112.59
11/15/2010,113.31
11/16/2010,113.21
11/17/2010,112.5
11/18/2010,113.72
11/19/2010,114.09
11/22/2010,113.97
11/23/2010,112.5
11/24/2010,111.28
11/25/2010,111.35
11/26/2010,110.92
11/29/2010,110.73
11/30/2010,109
12/1/2010,110.37
12/2/2010,110.97
12/3/2010,110.86
12/6/2010,110.06
12/7/2010,110.43
12/8/2010,111.08
12/9/2010,111.02
12/10/2010,110.8
12/13/2010,111.55
12/14/2010,111.63
12/15/2010,111.88
12/16/2010,111.28
12/17/2010,111.26
12/20/2010,110.1
12/21/2010,110
12/22/2010,109.68
12/23/2010,108.95
12/24/2010,108.63
12/27/2010,108.89
12/28/2010,108.2
12/29/2010,107.99
12/30/2010,108.24
12/31/2010,108.65
1/3/2011,108.7
1/4/2011,110.2
1/5/2011,108.72
1/6/2011,108.92
1/7/2011,108.29
1/10/2011,107.17
1/11/2011,107.61
1/12/2011,108.17
1/13/2011,109.5
1/14/2011,110.71
1/17/2011,109.91
1/18/2011,110.29
1/19/2011,110.85
1/20/2011,110.93
1/21/2011,111.87
1/24/2011,112.46
1/25/2011,112.08
1/26/2011,112.47
1/27/2011,113.9
1/28/2011,112.76
1/31/2011,112.49
2/1/2011,112.19
2/2/2011,112.35
2/3/2011,112.46
2/4/2011,111.42
2/7/2011,111.52
2/8/2011,112.09
2/9/2011,112.65
2/10/2011,112.71
2/11/2011,113.01
2/14/2011,112.15
2/15/2011,113.21
2/16/2011,113.12
2/17/2011,113.39
2/18/2011,113.62
2/21/2011,113.68
2/22/2011,113.63
2/23/2011,113.69
2/24/2011,112.69
2/25/2011,112.52
2/28/2011,113.26
3/1/2011,113.39
3/2/2011,113.33
3/3/2011,113.43
3/4/2011,115.63
3/7/2011,115.15
3/8/2011,114.64
3/9/2011,115.14
3/10/2011,114.78
3/11/2011,113.24
3/14/2011,114.16
3/15/2011,112.39
3/16/2011,112.43
3/17/2011,110.42
3/18/2011,114.68
3/21/2011,115.04
3/22/2011,115.15
3/23/2011,114.42
3/24/2011,114.34
3/25/2011,114.57
3/28/2011,114.59
3/29/2011,115.6
3/30/2011,117.01
3/31/2011,117.61
4/1/2011,118.56
4/4/2011,119.56
4/5/2011,119.4
4/6/2011,121.82
4/7/2011,121.7
4/8/2011,122.8
4/11/2011,122.26
4/12/2011,121.87
4/13/2011,121.84
4/14/2011,119.85
4/15/2011,120.37
4/18/2011,118.25
4/19/2011,118.23
4/20/2011,120.13
4/21/2011,119.52
4/26/2011,119.43
4/27/2011,120.66
4/28/2011,120.97
4/29/2011,120.67
5/2/2011,120.85
5/3/2011,119.36
5/4/2011,120.62
5/5/2011,118.2
5/6/2011,116.5
5/9/2011,116.28
5/10/2011,115.72
5/11/2011,116.47
5/12/2011,114.54
5/13/2011,115.32
5/16/2011,114.35
5/17/2011,115.69
5/18/2011,115.45
5/19/2011,116.83
5/20/2011,116.27
5/23/2011,114.68
5/24/2011,115.45
5/25/2011,115.47
5/26/2011,115.95
5/27/2011,115.7
5/30/2011,115.36
5/31/2011,117.22
6/1/2011,117.11
6/2/2011,116.6
6/3/2011,116.89
6/6/2011,117.05
6/7/2011,117.55
6/8/2011,116.6
6/9/2011,116.86
6/10/2011,116
6/13/2011,115.39
6/14/2011,115.91
6/15/2011,115.54
6/16/2011,113.63
6/17/2011,114.71
6/20/2011,114.24
6/21/2011,115.2
6/22/2011,115.36
6/23/2011,114.58
6/24/2011,114.06
6/27/2011,114.74
6/28/2011,115.31
6/29/2011,116.93
6/30/2011,116.25
7/1/2011,116.92
7/4/2011,117.11
7/5/2011,117.23
7/6/2011,116.03
7/7/2011,115.64
7/8/2011,115.98
7/11/2011,113.16
7/12/2011,111.35
7/13/2011,111.65
7/14/2011,112.24
7/15/2011,111.97
7/18/2011,111.1
7/19/2011,111.77
7/20/2011,112.05
7/21/2011,112.09
7/22/2011,112.83
7/25/2011,112.46
7/26/2011,113.02
7/27/2011,112.46
7/28/2011,110.86
7/29/2011,110.59
8/1/2011,110.84
8/2/2011,109.61
8/3/2011,110.18
8/4/2011,113.24
8/5/2011,111.25
8/8/2011,110.79
8/9/2011,110.24
8/10/2011,109.84
8/11/2011,108.29
8/12/2011,109.07
8/15/2011,109.87
8/16/2011,110.12
8/17/2011,110.77
8/18/2011,110.08
8/19/2011,110
8/22/2011,110.65
8/23/2011,110.72
8/24/2011,110.51
8/25/2011,111.31
8/26/2011,110.41
8/29/2011,111.05
8/30/2011,110.55
8/31/2011,110.55
9/1/2011,110.08
9/2/2011,109.56
9/5/2011,108.56
9/6/2011,109.09
9/7/2011,108.38
9/8/2011,108.41
9/9/2011,107.48
9/12/2011,105.32
9/13/2011,105.01
9/14/2011,105.48
9/15/2011,105.67
9/16/2011,105.6
9/19/2011,104.62
9/20/2011,104.92
9/21/2011,104.07
9/22/2011,102.59
9/23/2011,102.32
9/26/2011,103.05
9/27/2011,103.83
9/28/2011,104.22
9/29/2011,104.46
9/30/2011,103.79
10/3/2011,102.39
10/4/2011,101.08
10/5/2011,102.25
10/6/2011,101.87
10/7/2011,103.02
10/10/2011,104.26
10/11/2011,104.26
10/12/2011,105.77
10/13/2011,105.48
10/14/2011,106.42
10/17/2011,106.43
10/18/2011,104.97
10/19/2011,106.19
10/20/2011,106.07
10/21/2011,105.82
10/24/2011,105.45
10/25/2011,105.98
10/26/2011,105.67
10/27/2011,106.39
10/28/2011,107.29
10/31/2011,109.22
11/1/2011,106.58
11/2/2011,107.78
11/3/2011,107.33
11/4/2011,107.55
11/7/2011,107.3
11/8/2011,107.51
11/9/2011,105.96
11/10/2011,105.66
11/11/2011,105.59
11/14/2011,105.18
11/15/2011,104.16
11/16/2011,103.77
11/17/2011,103.76
11/18/2011,104.06
11/21/2011,103.44
11/22/2011,104.15
11/23/2011,103.37
11/24/2011,103.07
11/25/2011,102.59
11/28/2011,103.82
11/29/2011,103.82
11/30/2011,104
12/1/2011,104.84
12/2/2011,105.25
12/5/2011,104.81
12/6/2011,104.15
12/7/2011,103.99
12/8/2011,103.72
12/9/2011,103.95
12/12/2011,103.12
12/13/2011,102.6
12/14/2011,101.44
12/15/2011,101.3
12/16/2011,101.7
12/19/2011,101.52
12/20/2011,101.88
12/21/2011,101.66
12/22/2011,101.93
12/23/2011,101.93
12/27/2011,101.75
12/28/2011,101.51
12/29/2011,100.24
12/30/2011,100.2
1/2/2012,99.52
1/3/2012,99.86
1/4/2012,99.43
1/5/2012,98.67
1/6/2012,98.56
1/9/2012,97.87
1/10/2012,98.39
1/11/2012,97.87
1/12/2012,97.92
1/13/2012,98.06
1/16/2012,97.25
1/17/2012,98.2
1/18/2012,98.53
1/19/2012,99.19
1/20/2012,99.53
1/23/2012,100.1
1/24/2012,100.89
1/25/2012,101.02
1/26/2012,101.98
1/27/2012,101.18
1/30/2012,100.53
1/31/2012,100.63
2/1/2012,100.29
2/2/2012,99.66
2/3/2012,100.3
2/6/2012,99.97
2/7/2012,100.67
2/8/2012,102.11
2/9/2012,102.63
2/10/2012,102.43
2/13/2012,102.86
2/14/2012,102.85
2/15/2012,102.73
2/16/2012,102.31
2/17/2012,104.39
2/20/2012,105.47
2/21/2012,105.38
2/22/2012,106.22
2/23/2012,106.72
2/24/2012,107.99
2/27/2012,107.81
2/28/2012,108.39
2/29/2012,107.92
3/1/2012,107.95
3/2/2012,107.74
3/5/2012,107.54
3/6/2012,106.66
3/7/2012,105.95
3/8/2012,108.18
3/9/2012,107.93
3/12/2012,107.79
3/13/2012,108.03
3/14/2012,109.16
3/15/2012,108.82
3/16/2012,109.81
3/19/2012,109.73
3/20/2012,110.48
3/21/2012,111.11
3/22/2012,109.4
3/23/2012,109.1
3/26/2012,109.82
3/27/2012,110.57
3/28/2012,110.74
3/29/2012,109.21
3/30/2012,109.56
4/2/2012,109.95
4/3/2012,109.3
4/4/2012,108.22
4/5/2012,107.06
4/10/2012,106.48
4/11/2012,106.18
4/12/2012,106.54
4/13/2012,106.49
4/16/2012,105.18
4/17/2012,105.96
4/18/2012,106.64
4/19/2012,106.92
4/20/2012,107.81
4/23/2012,106.51
4/24/2012,106.87
4/25/2012,107.35
4/26/2012,106.96
4/27/2012,106.75
4/30/2012,105.85
5/2/2012,105.31
5/3/2012,105.49
5/4/2012,105.41
5/7/2012,104.19
5/8/2012,104.01
5/9/2012,102.99
5/10/2012,103.31
5/11/2012,103.48
5/14/2012,102.64
5/15/2012,102.65
5/16/2012,102.53
5/17/2012,101.77
5/18/2012,100.95
5/21/2012,101.06
5/22/2012,101.99
5/23/2012,100.59
5/24/2012,99.75
5/25/2012,99.8
5/28/2012,99.75
5/29/2012,99.64
5/30/2012,98.38
5/31/2012,97.66
6/1/2012,96.25
6/4/2012,97.16
6/5/2012,97.25
6/6/2012,98.82
6/7/2012,100.08
6/8/2012,98.9
6/11/2012,99.6
6/12/2012,99.4
6/13/2012,99.8
6/14/2012,99.51
6/15/2012,99.24
6/18/2012,99.75
6/19/2012,99.57
6/20/2012,100.24
6/21/2012,101.46
6/22/2012,100.68
6/25/2012,99.57
6/26/2012,98.97
6/27/2012,99.49
6/28/2012,98.6
6/29/2012,100.13
7/2/2012,100.51
7/3/2012,100.26
7/4/2012,100.28
7/5/2012,99.14
7/6/2012,98.87
7/9/2012,97.81
7/10/2012,97.64
7/11/2012,97.14
7/12/2012,96.63
7/13/2012,96.6
7/16/2012,96.25
7/17/2012,97.14
7/18/2012,96.63
7/19/2012,96.51
7/20/2012,95.86
7/23/2012,94.72
7/24/2012,94.63
7/25/2012,94.97
7/26/2012,95.79
7/27/2012,96.29
7/30/2012,95.78
7/31/2012,96.03
8/1/2012,96.2
8/2/2012,96.64
8/3/2012,95.85
8/6/2012,96.99
8/7/2012,97.58
8/8/2012,96.68
8/9/2012,96.53
8/10/2012,96.12
8/13/2012,96.61
8/14/2012,97.14
8/15/2012,96.98
8/16/2012,97.38
8/17/2012,97.97
8/20/2012,97.82
8/21/2012,98.81
8/22/2012,98.65
8/23/2012,98.68
8/24/2012,98.16
8/27/2012,98.71
8/28/2012,98.59
8/29/2012,98.63
8/30/2012,98.63
8/31/2012,98.96
9/3/2012,98.43
9/4/2012,98.58
9/5/2012,98.67
9/6/2012,99.36
9/7/2012,100.26
9/10/2012,99.98
9/11/2012,99.7
9/12/2012,100.45
9/13/2012,100.24
9/14/2012,102.24
9/17/2012,102.61
9/18/2012,102.64
9/19/2012,102.38
9/20/2012,101.21
9/21/2012,101.58
9/24/2012,100.79
9/25/2012,100.57
9/26/2012,99.82
9/27/2012,99.98
9/28/2012,100.37
10/1/2012,100.42
10/2/2012,101.02
10/3/2012,101.1
10/4/2012,101.88
10/5/2012,102.02
10/8/2012,101.45
10/9/2012,101.35
10/10/2012,100.94
10/11/2012,101.26
10/12/2012,101.7
10/15/2012,102.1
10/16/2012,102.94
10/17/2012,103.23
10/18/2012,104.01
10/19/2012,103.27
10/22/2012,104.27
10/23/2012,103.84
10/24/2012,103.33
10/25/2012,104.15
10/26/2012,103.15
10/29/2012,102.69
10/30/2012,103
10/31/2012,103.78
11/1/2012,103.82
11/2/2012,103.55
11/5/2012,102.6
11/6/2012,102.6
11/7/2012,102.11
11/8/2012,101.74
11/9/2012,100.44
11/12/2012,101.13
11/13/2012,100.93
11/14/2012,102
11/15/2012,103.66
11/16/2012,103.44
11/19/2012,103.6
11/20/2012,104.39
11/21/2012,105.49
11/22/2012,106.42
11/23/2012,106.19
11/26/2012,106.47
11/27/2012,106.46
11/28/2012,105.44
11/29/2012,106.72
11/30/2012,107.37
12/3/2012,107.36
12/4/2012,107.28
12/5/2012,107.31
12/6/2012,107.66
12/7/2012,106.19
12/10/2012,106.23
12/11/2012,107.11
12/12/2012,108.12
12/13/2012,109.18
12/14/2012,109.55
12/17/2012,110.39
12/18/2012,110.53
12/19/2012,112.36
12/20/2012,111.52
12/21/2012,110.99
12/24/2012,111.64
12/27/2012,113.87
12/28/2012,113.5
12/31/2012,113.61
1/2/2013,115.38
1/3/2013,113.93
1/4/2013,114.96
1/7/2013,114.48
1/8/2013,114.56
1/9/2013,114.34
1/10/2013,115.76
1/11/2013,118.18
1/14/2013,119.1
1/15/2013,118.04
1/16/2013,117.06
1/17/2013,119.32
1/18/2013,119.87
1/21/2013,119.37
1/22/2013,118.18
1/23/2013,117.98
1/24/2013,119.73
1/25/2013,122.71
1/28/2013,122.21
1/29/2013,121.52
1/30/2013,123.55
1/31/2013,123.32
2/1/2013,125.78
2/4/2013,125.63
2/5/2013,126.33
2/6/2013,126.48
2/7/2013,126.88
2/8/2013,123.52
2/11/2013,125.12
2/12/2013,126.6
2/13/2013,125.95
2/14/2013,124.39
2/15/2013,124.03
2/18/2013,125.24
2/19/2013,124.81
2/20/2013,125.09
2/21/2013,122.85
2/22/2013,122.98
2/25/2013,125
2/26/2013,120.2
2/27/2013,120.06
2/28/2013,121.07
3/1/2013,120.53
3/4/2013,121.67
3/5/2013,121.45
3/6/2013,121.85
3/7/2013,122.8
3/8/2013,125.5
3/11/2013,124.91
3/12/2013,125.25
3/13/2013,124.59
3/14/2013,124.79
3/15/2013,125.56
3/18/2013,122.88
3/19/2013,123.49
3/20/2013,123.69
3/21/2013,122.95
3/22/2013,122.85
3/25/2013,122.55
3/26/2013,121.25
3/27/2013,120.3
3/28/2013,120.87
4/2/2013,119.79
4/3/2013,119.96
4/4/2013,122.31
4/5/2013,124.49
4/8/2013,128.46
4/9/2013,128.92
4/10/2013,129.69
4/11/2013,130.39
4/12/2013,129.54
4/15/2013,127.83
4/16/2013,128.37
4/17/2013,128.61
4/18/2013,128.4
4/19/2013,130.21
4/22/2013,130
4/23/2013,128.56
4/24/2013,129.46
4/25/2013,129.67
4/26/2013,128.13
4/29/2013,128.27
4/30/2013,127.35
5/2/2013,129.04
5/3/2013,128.6
5/6/2013,130.18
5/7/2013,129.98
5/8/2013,129.89
5/9/2013,129.8
5/10/2013,131.94
5/13/2013,132.01
5/14/2013,131.88
5/15/2013,132.04
5/16/2013,132.15
5/17/2013,131.87
5/20/2013,131.86
5/21/2013,132.33
5/22/2013,133.26
5/23/2013,131.07
5/24/2013,131.25
5/27/2013,130.59
5/28/2013,131.98
5/29/2013,130.9
5/30/2013,131.7
5/31/2013,130.47
6/3/2013,130.37
6/4/2013,131.28
6/5/2013,130.13
6/6/2013,129.96
6/7/2013,126.81
6/10/2013,130.47
6/11/2013,128.6
6/12/2013,128.3
6/13/2013,125.36
6/14/2013,126.37
6/17/2013,126.36
6/18/2013,127.55
6/19/2013,127.44
6/20/2013,129.26
6/21/2013,128.66
6/24/2013,128.54
6/25/2013,127.79
6/26/2013,127.33
6/27/2013,127.93
6/28/2013,129.39
7/1/2013,129.99
7/2/2013,130.08
7/3/2013,128.85
7/4/2013,129.64
7/5/2013,128.97
7/8/2013,130.04
7/9/2013,130.07
7/10/2013,128.44
7/11/2013,129.63
7/12/2013,129.75
7/15/2013,130.68
7/16/2013,130.35
7/17/2013,131.15
7/18/2013,131.22
7/19/2013,131.67
7/22/2013,131.47
7/23/2013,131.91
7/24/2013,132.6
7/25/2013,131.81
7/26/2013,130.84
7/29/2013,129.91
7/30/2013,129.99
7/31/2013,130
8/1/2013,130.69
8/2/2013,131.78
8/5/2013,130.62
8/6/2013,130.27
8/7/2013,129.21
8/8/2013,128.68
8/9/2013,128.96
8/12/2013,128.66
8/13/2013,130.27
8/14/2013,130.17
8/15/2013,130.48
8/16/2013,130.03
8/19/2013,130.72
8/20/2013,130.33
8/21/2013,130.52
8/22/2013,131.45
8/23/2013,132.35
8/26/2013,131.74
8/27/2013,130.07
8/28/2013,130.1
8/29/2013,130.34
8/30/2013,130.01
9/2/2013,131.09
9/3/2013,130.98
9/4/2013,131.06
9/5/2013,131.64
9/6/2013,130.71
9/9/2013,131.3
9/10/2013,132.8
9/11/2013,132.96
9/12/2013,132.18
9/13/2013,132.43
9/16/2013,132.05
9/17/2013,132.44
9/18/2013,132.18
9/19/2013,134.09
9/20/2013,134.57
9/23/2013,133.59
9/24/2013,132.92
9/25/2013,133.14
9/26/2013,133.41
9/27/2013,133.28
9/30/2013,131.78
10/1/2013,132.6
10/2/2013,131.76
10/3/2013,132.81
10/4/2013,132.03
10/7/2013,131.46
10/8/2013,131.94
10/9/2013,131.55
10/10/2013,132.37
10/11/2013,133.38
10/14/2013,133.19
10/15/2013,132.89
10/16/2013,133.38
10/17/2013,133.64
10/18/2013,133.73
10/21/2013,134.17
10/22/2013,134.52
10/23/2013,133.95
10/24/2013,134.32
10/25/2013,134.15
10/28/2013,134.65
10/29/2013,134.88
10/30/2013,135.11
10/31/2013,133.99
11/1/2013,132.9
11/4/2013,133.28
11/5/2013,132.59
11/6/2013,133.33
11/7/2013,132
11/8/2013,131.58
11/11/2013,132.86
11/12/2013,133.87
11/13/2013,133.27
11/14/2013,134.26
11/15/2013,134.99
11/18/2013,135.23
11/19/2013,134.89
11/20/2013,135.2
11/21/2013,135.83
11/22/2013,136.74
11/25/2013,137.57
11/26/2013,137.34
11/27/2013,138.43
