Date,MXN,NEER
7/3/2014,17.7357,90.3778
7/4/2014,17.6284,90.4396
7/7/2014,17.6417,89.8999
7/8/2014,17.6589,89.9555
7/9/2014,17.6839,88.9794
7/10/2014,17.7042,89.1635
7/11/2014,17.6718,89.7263
7/14/2014,17.696,89.6481
7/15/2014,17.652,90.0029
7/16/2014,17.5179,90.0524
7/17/2014,17.5047,89.4874
7/18/2014,17.5189,88.3065
7/21/2014,17.5369,87.8643
7/22/2014,17.4926,87.7708
7/23/2014,17.4173,88.3364
7/24/2014,17.4368,88.592
7/25/2014,17.4162,88.3045
7/28/2014,17.4092,88.6075
7/29/2014,17.4762,89.1319
7/30/2014,17.5305,88.5596
7/31/2014,17.6355,88.3083
8/1/2014,17.7517,87.9039
8/4/2014,17.705,87.8521
8/5/2014,17.6826,86.8326
8/6/2014,17.7502,87.0636
8/7/2014,17.6959,87.1438
8/8/2014,17.7284,87.3391
8/11/2014,17.7083,88.1185
8/12/2014,17.6134,88.0398
8/13/2014,17.5363,87.8489
8/14/2014,17.528,88.1381
8/15/2014,17.467,88.0217
8/18/2014,17.4728,88.4401
8/19/2014,17.4323,88.905
8/20/2014,17.3788,87.6716
8/21/2014,17.3845,86.3603
8/22/2014,17.3944,87.0222
8/25/2014,17.3243,87.2692
8/26/2014,17.2974,86.1431
8/27/2014,17.2217,86.818
8/28/2014,17.2675,85.9419
8/29/2014,17.2664,86.1684
9/1/2014,17.1822,85.4738
9/2/2014,17.2207,86.2173
9/3/2014,17.2022,86.6726
9/4/2014,17.0223,86.017
9/5/2014,17.0195,85.7675
9/8/2014,16.912,85.3616
9/9/2014,17.0106,86.057
9/10/2014,17.1135,85.6422
9/11/2014,17.0953,85.4347
9/12/2014,17.1271,85.5047
9/15/2014,17.0879,85.1159
9/16/2014,17.126,85.2137
9/17/2014,17.0802,84.6171
9/18/2014,17.0799,84.7342
9/19/2014,16.9743,85.0728
9/22/2014,17.01,85.3076
9/23/2014,17.0722,84.9782
9/24/2014,17.0409,84.4965
9/25/2014,16.9832,84.5612
9/26/2014,17.0351,85.1252
9/29/2014,17.1845,84.9032
9/30/2014,16.9977,84.9352
10/1/2014,16.9372,85.3964
10/2/2014,16.954,85.3161
10/3/2014,16.9048,85.6678
10/6/2014,16.8044,86.2989
10/7/2014,16.9022,86.833
10/8/2014,17.0353,87.3337
10/9/2014,17.0061,87.5526
10/10/2014,17.0161,88.2858
10/13/2014,17.0317,88.1
10/14/2014,16.9924,88.1235
10/15/2014,17.0548,87.4519
10/16/2014,17.375,87.7883
10/17/2014,17.3136,88.4841
10/20/2014,17.271,88.7208
10/21/2014,17.2351,89.1405
10/22/2014,17.1803,89.3338
10/23/2014,17.1095,89.2651
10/24/2014,17.1406,88.7851
10/27/2014,17.213,89.2379
10/28/2014,17.2117,89.1678
10/29/2014,17.1338,88.901
10/30/2014,16.9467,88.7834
10/31/2014,16.8711,89.085
11/3/2014,16.8643,88.1137
11/4/2014,17.081,87.9863
11/5/2014,16.9834,88.2234
11/6/2014,16.9925,88.463
11/7/2014,16.8944,88.6335
11/10/2014,16.8936,88.9197
11/11/2014,16.8979,89.0534
11/12/2014,16.9676,88.8449
11/13/2014,16.9243,89.4397
11/14/2014,16.9441,89.7729
11/17/2014,16.9539,89.906
11/18/2014,16.9671,89.8474
11/19/2014,17.0288,89.5541
11/20/2014,17.0584,89.3998
11/21/2014,16.9107,89.5144
11/24/2014,16.9047,89.2989
11/25/2014,16.9695,88.7771
11/26/2014,17.0658,88.7745
11/27/2014,17.1266,88.2603
11/28/2014,17.2709,89.1115
12/1/2014,17.3472,88.9543
12/2/2014,17.4172,88.933
12/3/2014,17.362,88.6993
12/4/2014,17.3743,89.042
12/5/2014,17.499,88.7691
12/8/2014,17.6331,87.7843
12/9/2014,17.809,88.0602
12/10/2014,17.8541,87.9309
12/11/2014,18.0523,87.7354
12/12/2014,18.5119,88.1172
12/15/2014,18.3628,88.2477
12/16/2014,18.5391,88.455
12/17/2014,18.3496,88.6421
12/18/2014,17.812,88.5751
12/19/2014,17.8389,87.171
12/22/2014,17.8608,87.7118
12/23/2014,17.8924,87.5214
12/24/2014,18.0123,88.2169
12/29/2014,17.9281,87.7324
12/30/2014,17.9293,88.162
12/31/2014,17.8679,88.1755
1/2/2015,17.8537,88.1679
1/5/2015,17.695,87.7987
1/6/2015,17.7781,88.0054
1/7/2015,17.4803,87.9413
1/8/2015,17.3087,87.8922
1/9/2015,17.319,87.9674
1/12/2015,17.2955,88.6735
1/13/2015,17.2164,89.3462
1/14/2015,17.2151,89.6197
1/15/2015,16.9345,89.4059
1/16/2015,16.9787,89.7937
1/19/2015,16.959,89.834
1/20/2015,16.9308,89.6283
1/21/2015,16.9351,89.7832
1/22/2015,17.0639,89.4482
1/23/2015,16.4851,89.8352
1/26/2015,16.4691,90.307
1/27/2015,16.5181,90.0797
1/28/2015,16.5951,89.8208
1/29/2015,16.7722,90.0211
1/30/2015,16.8382,89.4371
2/2/2015,16.8802,89.1684
2/3/2015,16.8433,89.525
2/4/2015,16.8433,89.4517
2/5/2015,16.8862,89.0907
2/6/2015,16.8843,89.2242
2/9/2015,16.7073,88.4622
2/10/2015,16.7845,88.4544
2/11/2015,16.9653,88.9635
2/12/2015,17.0866,88.9985
2/13/2015,17.0348,89.2347
2/16/2015,16.9608,88.6132
2/17/2015,16.933,88.081
2/18/2015,16.9923,88.1604
2/19/2015,17.0207,88.2366
2/20/2015,16.9572,87.2959
2/23/2015,17.0685,87.2883
2/24/2015,17.1143,86.8455
2/25/2015,16.9424,87.377
2/26/2015,16.8425,87.3696
2/27/2015,16.8723,87.6045
3/2/2015,16.7816,87.1581
3/3/2015,16.7967,88.0697
3/4/2015,16.7283,88.2314
3/5/2015,16.6566,88.5625
3/6/2015,16.6451,89.0029
3/9/2015,16.8091,88.5919
3/10/2015,16.6847,88.789
3/11/2015,16.5093,88.7656
3/12/2015,16.326,89.2924
3/13/2015,16.3713,89.5274
3/16/2015,16.3206,88.8842
3/17/2015,16.4024,88.9178
3/18/2015,16.3169,88.8644
3/19/2015,16.3091,88.8265
3/20/2015,16.265,88.531
3/23/2015,16.3462,88.3986
3/24/2015,16.3437,88.7484
3/25/2015,16.3611,89.1379
3/26/2015,16.4244,89.3744
3/27/2015,16.4268,88.9081
3/30/2015,16.5321,88.4834
3/31/2015,16.5124,88.2202
4/1/2015,16.3847,88.3163
4/2/2015,16.3666,87.4685
4/7/2015,16.1919,87.9756
4/8/2015,16.1382,88.0306
4/9/2015,16.0549,87.8706
4/10/2015,16.0487,88.1835
4/13/2015,16.1398,88.4769
4/14/2015,16.2263,88.546
4/15/2015,16.2123,88.9511
4/16/2015,16.3075,88.1424
4/17/2015,16.4205,88.3869
4/20/2015,16.4689,88.2877
4/21/2015,16.5053,87.5883
4/22/2015,16.5727,87.4464
4/23/2015,16.611,87.2483
4/24/2015,16.6235,87.5616
4/27/2015,16.6591,87.8943
4/28/2015,16.7325,87.9378
4/29/2015,16.8221,88.2839
4/30/2015,17.0894,88.5704
